epoch,lr,psnr,ssim,train_loss,val_loss
40,0.0001,30.73877063306398,0.8720901512581054,27.885004386901855,5.8886847496032715
41,0.0001,30.720862296522064,0.871015784239211,27.952924766540526,5.9006797790527346
42,0.0001,30.73832671058646,0.8722107831898207,27.22833303451538,5.89636869430542
43,0.0001,30.777917489787207,0.8725631402127163,27.151319522857666,5.8568885803222654
44,0.0001,30.750646164620132,0.8721613694970898,27.30761335372925,5.869674587249756
45,0.0001,30.725182981612214,0.8710374679367309,27.18756546020508,5.894048595428467
46,0.0001,30.735864884817083,0.8715997066956707,27.56889009475708,5.925599241256714
47,0.0001,30.75622341614768,0.8715775480548771,28.54658281326294,5.87030725479126
48,0.0001,30.811014804281513,0.8734566911638941,27.43488582611084,5.819717979431152
49,0.0001,30.789549497977227,0.8728368891501918,27.5828959274292,5.853046607971192
50,0.0001,30.807556570594414,0.8736163046347357,27.646984453201295,5.823798084259034
51,0.0001,30.750304467078006,0.8717474505033339,27.993394212722777,5.8535768508911135
52,0.0001,30.816308515594734,0.8730320523488994,27.778755712509156,5.810318565368652
53,0.0001,30.85146700604197,0.8731759651809071,27.008658275604247,5.803063774108887
54,0.0001,30.80295669595685,0.873178070525678,27.952169342041017,5.807655143737793
55,0.0001,30.822432073956076,0.8740693221287963,28.058062715530397,5.841650009155273
56,0.0001,30.859634254125307,0.8743132937014295,27.34571063041687,5.79329514503479
57,0.0001,30.849664105121633,0.8736456553824544,27.498786563873292,5.782119846343994
58,0.0001,30.86818689741827,0.8743046279159117,27.247077140808106,5.762933349609375
59,0.0001,30.857097991394028,0.8744395948236285,27.444420108795168,5.780848407745362
60,0.0001,30.87400970737889,0.8747353757934068,27.762271881103516,5.762278079986572
61,0.0001,30.88874715248171,0.8742121776026573,27.588662796020508,5.770715522766113
62,0.0001,30.87441510978196,0.8742282109538614,26.751450614929198,5.756707000732422
63,0.0001,30.91480289954494,0.8751842131868394,27.23797657966614,5.739998912811279
64,0.0001,30.878975105949053,0.874028689775146,27.344888343811036,5.768438720703125
65,0.0001,30.84034102272897,0.8746738073209416,27.474989318847655,5.764335346221924
66,0.0001,30.90734114468703,0.8748231624058102,26.7280734539032,5.73510479927063
67,0.0001,30.875297870935935,0.8750494833073432,26.806579418182373,5.735507011413574
68,0.0001,30.92171726139215,0.8748367764982591,26.536045379638672,5.746412897109986
69,0.0001,30.947581986609073,0.8757248990953206,27.270613174438477,5.6857154846191404
70,0.0001,30.848559201599038,0.8742516005647964,27.937046661376954,5.759857845306397
71,0.0001,30.956546320629958,0.8755854947871828,27.602465000152588,5.691849708557129
72,0.0001,31.00074071173836,0.8767521724297609,26.84050534248352,5.684138441085816
73,0.0001,30.954724773817066,0.8753372962200286,27.96576095581055,5.714822435379029
74,0.0001,30.94399230763205,0.8759168048076369,27.209263486862184,5.695404148101806
75,0.0001,30.984893290519175,0.8764853738060714,27.19284821510315,5.706553745269775
76,0.0001,31.00018964674564,0.8775238983389189,27.22205207824707,5.669410228729248
77,0.0001,30.984941153782284,0.8765550971603714,27.380916652679442,5.6761411190032955
78,0.0001,31.033753499374757,0.8775430991890776,27.203911504745484,5.645415735244751
79,0.0001,30.92649028350803,0.8757013211110968,27.47594284057617,5.684208393096924
80,0.0001,30.938457128463284,0.8763597336730029,25.963503665924073,5.687798690795899
81,0.0001,31.009782361903643,0.8766976954262751,26.718220148086548,5.675057888031006
82,0.0001,30.981711755084046,0.876534765842103,27.07801591873169,5.686619567871094
83,0.0001,30.970649910009154,0.8763315536335596,26.778744487762452,5.6909544467926025
84,0.0001,31.019707644988966,0.8777873775004631,27.82320813179016,5.677160596847534
85,0.0001,31.00963318759819,0.8777809803561961,27.423137893676756,5.650444412231446
86,0.0001,31.00380015858797,0.8772345340928552,28.10137508392334,5.641293478012085
87,0.0001,31.023502404541034,0.87789236346214,27.143102359771728,5.648980522155762
88,0.0001,31.004457482777877,0.8769991005019475,26.594934387207033,5.659588146209717
89,0.0001,31.034347865534432,0.8782514942370543,26.034645252227783,5.638317489624024
90,0.0001,30.976452104612992,0.8771936249877609,27.118516311645507,5.663405895233154
91,0.0001,31.070202174716552,0.8782342164361273,27.221885137557983,5.617673015594482
92,0.0001,31.066142105506344,0.8784388858654602,27.08894423484802,5.62745509147644
93,0.0001,30.95425750783419,0.8768338600499416,27.409943828582765,5.688655614852905
94,0.0001,31.024135448165133,0.8773425587433931,27.500795106887818,5.643672704696655
95,0.0001,31.021383060182863,0.8774907992110712,26.601723136901857,5.632884359359741
96,0.0001,31.011435515920148,0.8768101631198741,27.3208327293396,5.6737409114837645
97,0.0001,31.068764006923764,0.8781460457363544,26.69217824935913,5.605047416687012
98,0.0001,31.051902403002362,0.8779128000875573,26.51254232406616,5.596524572372436
99,0.0001,31.06451121575224,0.8778093386137391,27.090731830596923,5.642641973495484
100,0.0001,31.046226450995487,0.8775023140821985,27.108438863754273,5.625995683670044
101,0.0001,31.03716372294578,0.877414431113672,28.22611524581909,5.616937208175659
102,0.0001,31.120928066863563,0.8786024539151007,26.788832845687867,5.568915557861328
103,0.0001,31.115239035998922,0.8794949939235363,26.773625516891478,5.589439344406128
104,0.0001,31.11124123877343,0.8795123035768844,26.5970890045166,5.586622858047486
105,0.0001,30.985743786676927,0.8773741481381705,27.037736949920653,5.6380867004394535
106,0.0001,31.072158717625115,0.8785983369011661,27.220037784576416,5.59721941947937
107,0.0001,31.038722611405035,0.8784919679013242,27.257867546081542,5.6191481590271
108,0.0001,31.11232364420594,0.8789933294695693,26.853467693328856,5.584259080886841
109,0.0001,31.09147482188346,0.8793444869324402,27.16900592803955,5.577166604995727
110,0.0001,31.089181269220937,0.8784308286006581,26.49715449333191,5.600654935836792
111,0.0001,31.021453593346642,0.87832867181112,26.75508553504944,5.630599880218506
112,0.0001,31.03703298389346,0.8778386739658831,27.3166770362854,5.5927900791168215
113,0.0001,31.033604034754603,0.8779518486255575,26.36794418334961,5.611148452758789
114,0.0001,31.1310263265851,0.8792104236026026,28.414925632476805,5.543610286712647
115,0.0001,31.11392367881902,0.8789430136937746,27.74698239326477,5.564705944061279
